Country Code,Country Name,Region,Income Group,Gender,Year,Life Expectancy
FCS,Fragile and conflict affected situations,,,Total,2001,56.57882164
FIN,Finland,Europe & Central Asia,High income,Total,2001,77.96585366
FJI,Fiji,East Asia & Pacific,Upper middle income,Total,2001,67.788
FRA,France,Europe & Central Asia,High income,Total,2001,79.15853659
FRO,Faroe Islands,Europe & Central Asia,High income,Total,2001,78.64146342
FSM,"Micronesia, Fed. Sts.",East Asia & Pacific,Lower middle income,Total,2001,67.38631707
GAB,Gabon,Sub-Saharan Africa,Upper middle income,Total,2001,59.12119512
GBR,United Kingdom,Europe & Central Asia,High income,Total,2001,77.99268293
GEO,Georgia,Europe & Central Asia,Lower middle income,Total,2001,71.97068293
GHA,Ghana,Sub-Saharan Africa,Lower middle income,Total,2001,57.13860976
GIB,Gibraltar,Europe & Central Asia,High income,Total,2001,
GIN,Guinea,Sub-Saharan Africa,Low income,Total,2001,51.22285366
GMB,"Gambia, The",Sub-Saharan Africa,Low income,Total,2001,56.381
GNB,Guinea-Bissau,Sub-Saharan Africa,Low income,Total,2001,52.41156098
GNQ,Equatorial Guinea,Sub-Saharan Africa,Upper middle income,Total,2001,53.11170732
GRC,Greece,Europe & Central Asia,High income,Total,2001,78.38780488
GRD,Grenada,Latin America & Caribbean,Upper middle income,Total,2001,70.46792683
GRL,Greenland,Europe & Central Asia,High income,Total,2001,67.60780488
GTM,Guatemala,Latin America & Caribbean,Lower middle income,Total,2001,68.21658537
GUM,Guam,East Asia & Pacific,High income,Total,2001,75.45121951
GUY,Guyana,Latin America & Caribbean,Upper middle income,Total,2001,65.06970732
HIC,High income,,,Total,2001,77.91327513
HKG,"Hong Kong SAR, China",East Asia & Pacific,High income,Total,2001,81.42439024
HND,Honduras,Latin America & Caribbean,Lower middle income,Total,2001,70.71212195
HPC,Heavily indebted poor countries (HIPC),,,Total,2001,52.68462429
HRV,Croatia,Europe & Central Asia,Upper middle income,Total,2001,74.51292683
HTI,Haiti,Latin America & Caribbean,Low income,Total,2001,57.92978049
HUN,Hungary,Europe & Central Asia,High income,Total,2001,72.24878049
IBD,IBRD only,,,Total,2001,68.57579036
IBT,IDA & IBRD total,,,Total,2001,65.96854865
IDA,IDA total,,,Total,2001,56.52928924
IDB,IDA blend,,,Total,2001,55.49982799
IDN,Indonesia,East Asia & Pacific,Lower middle income,Total,2001,66.43012195
IDX,IDA only,,,Total,2001,57.0404785
IMN,Isle of Man,Europe & Central Asia,High income,Total,2001,
IND,India,South Asia,Lower middle income,Total,2001,62.98563415
INX,Not classified,South Asia,Lower middle income,Total,2001,
IRL,Ireland,Europe & Central Asia,High income,Total,2001,77.13414634
IRN,"Iran, Islamic Rep.",Middle East & North Africa,Upper middle income,Total,2001,70.52165854
IRQ,Iraq,Middle East & North Africa,Upper middle income,Total,2001,69.09
ISL,Iceland,Europe & Central Asia,High income,Total,2001,80.6902439
ISR,Israel,Middle East & North Africa,High income,Total,2001,79.40731707
ITA,Italy,Europe & Central Asia,High income,Total,2001,80.12682927
JAM,Jamaica,Latin America & Caribbean,Upper middle income,Total,2001,72.47695122
JOR,Jordan,Middle East & North Africa,Lower middle income,Total,2001,71.95636585
JPN,Japan,East Asia & Pacific,High income,Total,2001,81.41707317
KAZ,Kazakhstan,Europe & Central Asia,Upper middle income,Total,2001,65.76829268
KEN,Kenya,Sub-Saharan Africa,Lower middle income,Total,2001,51.98785366
KGZ,Kyrgyz Republic,Europe & Central Asia,Lower middle income,Total,2001,68.70731707
KHM,Cambodia,East Asia & Pacific,Lower middle income,Total,2001,59.24726829
KIR,Kiribati,East Asia & Pacific,Lower middle income,Total,2001,64.17312195
KNA,St. Kitts and Nevis,Latin America & Caribbean,High income,Total,2001,
KOR,"Korea, Rep.",East Asia & Pacific,High income,Total,2001,76.34195122
KWT,Kuwait,Middle East & North Africa,High income,Total,2001,73.39585366
LAC,Latin America & Caribbean (excluding high income),,,Total,2001,71.59847956
LAO,Lao PDR,East Asia & Pacific,Lower middle income,Total,2001,59.44982927
LBN,Lebanon,Middle East & North Africa,Upper middle income,Total,2001,74.92112195
LBR,Liberia,Sub-Saharan Africa,Low income,Total,2001,52.52743902
LBY,Libya,Middle East & North Africa,Upper middle income,Total,2001,70.71678049
LCA,St. Lucia,Latin America & Caribbean,Upper middle income,Total,2001,71.64280488
LCN,Latin America & Caribbean,,,Total,2001,71.80863119
LDC,Least developed countries: UN classification,,,Total,2001,56.23174458
LIC,Low income,,,Total,2001,52.86199624
LIE,Liechtenstein,Europe & Central Asia,High income,Total,2001,79.27560976
LKA,Sri Lanka,South Asia,Lower middle income,Total,2001,71.84919512
LMC,Lower middle income,,,Total,2001,63.09838756
LMY,Low & middle income,,,Total,2001,65.89344233
LSO,Lesotho,Sub-Saharan Africa,Lower middle income,Total,2001,47.07041463
LTE,Late-demographic dividend,,,Total,2001,71.60625645
LTU,Lithuania,Europe & Central Asia,High income,Total,2001,71.65853659
LUX,Luxembourg,Europe & Central Asia,High income,Total,2001,77.82439024
LVA,Latvia,Europe & Central Asia,High income,Total,2001,70.76097561
MAC,"Macao SAR, China",East Asia & Pacific,High income,Total,2001,80.51268293
MAF,St. Martin (French part),Latin America & Caribbean,High income,Total,2001,77.17073171
MAR,Morocco,Middle East & North Africa,Lower middle income,Total,2001,69.14029268
MCO,Monaco,Europe & Central Asia,High income,Total,2001,
MDA,Moldova,Europe & Central Asia,Lower middle income,Total,2001,67.07060976
MDG,Madagascar,Sub-Saharan Africa,Low income,Total,2001,59.11360976
MDV,Maldives,South Asia,Upper middle income,Total,2001,71.08185366
MEA,Middle East & North Africa,,,Total,2001,70.08638224
MEX,Mexico,Latin America & Caribbean,Upper middle income,Total,2001,74.53348781
MHL,Marshall Islands,East Asia & Pacific,Upper middle income,Total,2001,
MIC,Middle income,,,Total,2001,67.10952004
MKD,"Macedonia, FYR",Europe & Central Asia,Upper middle income,Total,2001,73.46053659
MLI,Mali,Sub-Saharan Africa,Low income,Total,2001,48.7417561
MLT,Malta,Middle East & North Africa,High income,Total,2001,78.84390244
MMR,Myanmar,East Asia & Pacific,Lower middle income,Total,2001,62.39402439
MNA,Middle East & North Africa (excluding high income),,,Total,2001,69.5392943
MNE,Montenegro,Europe & Central Asia,Upper middle income,Total,2001,73.183
MNG,Mongolia,East Asia & Pacific,Lower middle income,Total,2001,63.38180488
MNP,Northern Mariana Islands,East Asia & Pacific,High income,Total,2001,
MOZ,Mozambique,Sub-Saharan Africa,Low income,Total,2001,48.78214634
MRT,Mauritania,Sub-Saharan Africa,Lower middle income,Total,2001,60.08014634
MUS,Mauritius,Sub-Saharan Africa,Upper middle income,Total,2001,71.76585366
MWI,Malawi,Sub-Saharan Africa,Low income,Total,2001,46.68434146
MYS,Malaysia,East Asia & Pacific,Upper middle income,Total,2001,73.00909756
NAC,North America,,,Total,2001,77.09747435
NAM,Namibia,Sub-Saharan Africa,Upper middle income,Total,2001,54.73217073
NCL,New Caledonia,East Asia & Pacific,High income,Total,2001,74.83170732
NER,Niger,Sub-Saharan Africa,Low income,Total,2001,50.47797561
NGA,Nigeria,Sub-Saharan Africa,Lower middle income,Total,2001,46.50573171
NIC,Nicaragua,Latin America & Caribbean,Lower middle income,Total,2001,70.12741463
NLD,Netherlands,Europe & Central Asia,High income,Total,2001,78.1902439
NOR,Norway,Europe & Central Asia,High income,Total,2001,78.78536585
NPL,Nepal,South Asia,Low income,Total,2001,63.0242439
NRU,Nauru,East Asia & Pacific,Upper middle income,Total,2001,
NZL,New Zealand,East Asia & Pacific,High income,Total,2001,78.69268293
OED,OECD members,,,Total,2001,77.37521495
OMN,Oman,Middle East & North Africa,High income,Total,2001,72.79604878
OSS,Other small states,,,Total,2001,60.60238258
PAK,Pakistan,South Asia,Lower middle income,Total,2001,62.99817073
PAN,Panama,Latin America & Caribbean,Upper middle income,Total,2001,75.28529268
PER,Peru,Latin America & Caribbean,Upper middle income,Total,2001,70.95987805
PHL,Philippines,East Asia & Pacific,Lower middle income,Total,2001,67.32560976
PLW,Palau,East Asia & Pacific,High income,Total,2001,
PNG,Papua New Guinea,East Asia & Pacific,Lower middle income,Total,2001,62.15995122
POL,Poland,Europe & Central Asia,High income,Total,2001,74.2
PRE,Pre-demographic dividend,,,Total,2001,51.13160339
PRI,Puerto Rico,Latin America & Caribbean,High income,Total,2001,77.06682927
PRK,"Korea, Dem. People’s Rep.",East Asia & Pacific,Low income,Total,2001,65.79214634
PRT,Portugal,Europe & Central Asia,High income,Total,2001,76.81463415
PRY,Paraguay,Latin America & Caribbean,Upper middle income,Total,2001,70.33985366
PSE,West Bank and Gaza,Middle East & North Africa,Lower middle income,Total,2001,70.93568293
PSS,Pacific island small states,,,Total,2001,67.0634195
PST,Post-demographic dividend,,,Total,2001,77.66781002
PYF,French Polynesia,East Asia & Pacific,High income,Total,2001,72.80068293
QAT,Qatar,Middle East & North Africa,High income,Total,2001,76.6385122
ROU,Romania,Europe & Central Asia,Upper middle income,Total,2001,71.16097561
RUS,Russian Federation,Europe & Central Asia,Upper middle income,Total,2001,65.38341463
RWA,Rwanda,Sub-Saharan Africa,Low income,Total,2001,49.73597561
SAS,South Asia,,,Total,2001,63.28104402
SAU,Saudi Arabia,Middle East & North Africa,High income,Total,2001,72.76092683
SDN,Sudan,Sub-Saharan Africa,Lower middle income,Total,2001,58.79395122
SEN,Senegal,Sub-Saharan Africa,Low income,Total,2001,58.13204878
SGP,Singapore,East Asia & Pacific,High income,Total,2001,78.25121951
SLB,Solomon Islands,East Asia & Pacific,Lower middle income,Total,2001,63.76402439
SLE,Sierra Leone,Sub-Saharan Africa,Low income,Total,2001,39.64548781
SLV,El Salvador,Latin America & Caribbean,Lower middle income,Total,2001,69.00570732
SMR,San Marino,Europe & Central Asia,High income,Total,2001,80.97317073
SOM,Somalia,Sub-Saharan Africa,Low income,Total,2001,51.22280488
SRB,Serbia,Europe & Central Asia,Upper middle income,Total,2001,72.23414634
SSA,Sub-Saharan Africa (excluding high income),,,Total,2001,50.83722093
SSD,South Sudan,Sub-Saharan Africa,Low income,Total,2001,49.61190244
SSF,Sub-Saharan Africa,,,Total,2001,50.83722093
SST,Small states,,,Total,2001,63.14224678
STP,Sao Tome and Principe,Sub-Saharan Africa,Lower middle income,Total,2001,63.4795122
SUR,Suriname,Latin America & Caribbean,Upper middle income,Total,2001,68.01197561
SVK,Slovak Republic,Europe & Central Asia,High income,Total,2001,73.40243902
SVN,Slovenia,Europe & Central Asia,High income,Total,2001,75.75853659
SWE,Sweden,Europe & Central Asia,High income,Total,2001,79.79512195
SWZ,Swaziland,Sub-Saharan Africa,Lower middle income,Total,2001,47.27053659
SXM,Sint Maarten (Dutch part),Latin America & Caribbean,High income,Total,2001,
SYC,Seychelles,Sub-Saharan Africa,High income,Total,2001,
SYR,Syrian Arab Republic,Middle East & North Africa,Lower middle income,Total,2001,73.36704878
TCA,Turks and Caicos Islands,Latin America & Caribbean,High income,Total,2001,
TCD,Chad,Sub-Saharan Africa,Low income,Total,2001,47.58112195
TEA,East Asia & Pacific (IDA & IBRD countries),,,Total,2001,71.04588091
TEC,Europe & Central Asia (IDA & IBRD countries),,,Total,2001,68.44897041
TGO,Togo,Sub-Saharan Africa,Low income,Total,2001,53.52260976
THA,Thailand,East Asia & Pacific,Upper middle income,Total,2001,70.84319512
TJK,Tajikistan,Europe & Central Asia,Lower middle income,Total,2001,65.96646342
TKM,Turkmenistan,Europe & Central Asia,Upper middle income,Total,2001,63.80556098
TLA,Latin America & the Caribbean (IDA & IBRD countries),,,Total,2001,71.6569172
TLS,Timor-Leste,East Asia & Pacific,Lower middle income,Total,2001,60.29058537
TMN,Middle East & North Africa (IDA & IBRD countries),,,Total,2001,69.52450348
TON,Tonga,East Asia & Pacific,Upper middle income,Total,2001,70.89960976
TSA,South Asia (IDA & IBRD),,,Total,2001,63.28104402
TSS,Sub-Saharan Africa (IDA & IBRD countries),,,Total,2001,50.83722093
TTO,Trinidad and Tobago,Latin America & Caribbean,High income,Total,2001,68.64895122
TUN,Tunisia,Middle East & North Africa,Lower middle income,Total,2001,73.49960976
TUR,Turkey,Europe & Central Asia,Upper middle income,Total,2001,70.55580488
TUV,Tuvalu,East Asia & Pacific,Upper middle income,Total,2001,
TZA,Tanzania,Sub-Saharan Africa,Low income,Total,2001,52.24012195
UGA,Uganda,Sub-Saharan Africa,Low income,Total,2001,48.08036585
UKR,Ukraine,Europe & Central Asia,Lower middle income,Total,2001,68.28707317
UMC,Upper middle income,,,Total,2001,71.25175371
URY,Uruguay,Latin America & Caribbean,High income,Total,2001,74.89604878
USA,United States,North America,High income,Total,2001,76.83658537
UZB,Uzbekistan,Europe & Central Asia,Lower middle income,Total,2001,67.32014634
VCT,St. Vincent and the Grenadines,Latin America & Caribbean,Upper middle income,Total,2001,70.62419512
VEN,"Venezuela, RB",Latin America & Caribbean,Upper middle income,Total,2001,72.57560976
VGB,British Virgin Islands,Latin America & Caribbean,High income,Total,2001,
VIR,Virgin Islands (U.S.),Latin America & Caribbean,High income,Total,2001,77.87317073
VNM,Vietnam,East Asia & Pacific,Lower middle income,Total,2001,73.36958537
VUT,Vanuatu,East Asia & Pacific,Lower middle income,Total,2001,67.9362439
WLD,World,,,Total,2001,67.98243113
WSM,Samoa,East Asia & Pacific,Upper middle income,Total,2001,69.78909756
XKX,Kosovo,Europe & Central Asia,Lower middle income,Total,2001,67.99756098
YEM,"Yemen, Rep.",Middle East & North Africa,Lower middle income,Total,2001,60.64921951
ZAF,South Africa,Sub-Saharan Africa,Upper middle income,Total,2001,55.29465854
ZMB,Zambia,Sub-Saharan Africa,Lower middle income,Total,2001,45.40997561
ZWE,Zimbabwe,Sub-Saharan Africa,Low income,Total,2001,44.28758537
ABW,Aruba,Latin America & Caribbean,High income,Male,2002,71.469
AFG,Afghanistan,South Asia,Low income,Male,2002,55.515
AGO,Angola,Sub-Saharan Africa,Lower middle income,Male,2002,46.904
ALB,Albania,Europe & Central Asia,Upper middle income,Male,2002,71.937
AND,Andorra,Europe & Central Asia,High income,Male,2002,
ARB,Arab World,,,Male,2002,66.46147829
ARE,United Arab Emirates,Middle East & North Africa,High income,Male,2002,73.951
ARG,Argentina,Latin America & Caribbean,Upper middle income,Male,2002,70.507
ARM,Armenia,Europe & Central Asia,Lower middle income,Male,2002,68.824
ASM,American Samoa,East Asia & Pacific,Upper middle income,Male,2002,
ATG,Antigua and Barbuda,Latin America & Caribbean,High income,Male,2002,71.413
AUS,Australia,East Asia & Pacific,High income,Male,2002,77.4
AUT,Austria,Europe & Central Asia,High income,Male,2002,75.8
AZE,Azerbaijan,Europe & Central Asia,Upper middle income,Male,2002,64.435
BDI,Burundi,Sub-Saharan Africa,Low income,Male,2002,50.281
BEL,Belgium,Europe & Central Asia,High income,Male,2002,75.1
BEN,Benin,Sub-Saharan Africa,Low income,Male,2002,54.415
BFA,Burkina Faso,Sub-Saharan Africa,Low income,Male,2002,50.208
BGD,Bangladesh,South Asia,Lower middle income,Male,2002,65.976
BGR,Bulgaria,Europe & Central Asia,Upper middle income,Male,2002,68.5
BHR,Bahrain,Middle East & North Africa,High income,Male,2002,74.072
BHS,"Bahamas, The",Latin America & Caribbean,High income,Male,2002,69.832
BIH,Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,Male,2002,72.119
BLR,Belarus,Europe & Central Asia,Upper middle income,Male,2002,62.3
BLZ,Belize,Latin America & Caribbean,Upper middle income,Male,2002,65.699
BMU,Bermuda,North America,High income,Male,2002,75.6
BOL,Bolivia,Latin America & Caribbean,Lower middle income,Male,2002,59.782
BRA,Brazil,Latin America & Caribbean,Upper middle income,Male,2002,67.098
BRB,Barbados,Latin America & Caribbean,High income,Male,2002,71.279
BRN,Brunei Darussalam,East Asia & Pacific,High income,Male,2002,74.144
BTN,Bhutan,South Asia,Lower middle income,Male,2002,62.289
BWA,Botswana,Sub-Saharan Africa,Upper middle income,Male,2002,47.195
CAF,Central African Republic,Sub-Saharan Africa,Low income,Male,2002,42.529
CAN,Canada,North America,High income,Male,2002,77.2
CEB,Central Europe and the Baltics,,,Male,2002,69.35259868
CHE,Switzerland,Europe & Central Asia,High income,Male,2002,77.8
CHI,Channel Islands,Europe & Central Asia,High income,Male,2002,75.799
CHL,Chile,Latin America & Caribbean,High income,Male,2002,74.209
CHN,China,East Asia & Pacific,Upper middle income,Male,2002,71.353
CIV,Cote d'Ivoire,Sub-Saharan Africa,Lower middle income,Male,2002,45.974
CMR,Cameroon,Sub-Saharan Africa,Lower middle income,Male,2002,50.182
COD,"Congo, Dem. Rep.",Sub-Saharan Africa,Low income,Male,2002,49.939
COG,"Congo, Rep.",Sub-Saharan Africa,Lower middle income,Male,2002,51.048
COL,Colombia,Latin America & Caribbean,Upper middle income,Male,2002,67.911
COM,Comoros,Sub-Saharan Africa,Low income,Male,2002,58.036
CPV,Cabo Verde,Sub-Saharan Africa,Lower middle income,Male,2002,69.109
CRI,Costa Rica,Latin America & Caribbean,Upper middle income,Male,2002,75.428
CSS,Caribbean small states,,,Male,2002,67.58043613
CUB,Cuba,Latin America & Caribbean,Upper middle income,Male,2002,75.221
CUW,Curacao,Latin America & Caribbean,High income,Male,2002,
CYM,Cayman Islands,Latin America & Caribbean,High income,Male,2002,
CYP,Cyprus,Europe & Central Asia,High income,Male,2002,76.182
CZE,Czech Republic,Europe & Central Asia,High income,Male,2002,72.1
DEU,Germany,Europe & Central Asia,High income,Male,2002,75.4
DJI,Djibouti,Middle East & North Africa,Lower middle income,Male,2002,55.763
DMA,Dominica,Latin America & Caribbean,Upper middle income,Male,2002,74.5
DNK,Denmark,Europe & Central Asia,High income,Male,2002,74.7
DOM,Dominican Republic,Latin America & Caribbean,Upper middle income,Male,2002,68.024
DZA,Algeria,Middle East & North Africa,Upper middle income,Male,2002,69.906
EAP,East Asia & Pacific (excluding high income),,,Male,2002,69.5089623
EAR,Early-demographic dividend,,,Male,2002,63.68265201
EAS,East Asia & Pacific,,,Male,2002,70.2929298
ECA,Europe & Central Asia (excluding high income),,,Male,2002,63.1182236
ECS,Europe & Central Asia,,,Male,2002,69.66062862
ECU,Ecuador,Latin America & Caribbean,Upper middle income,Male,2002,70.512
EGY,"Egypt, Arab Rep.",Middle East & North Africa,Lower middle income,Male,2002,66.619
EMU,Euro area,,,Male,2002,75.60657584
ERI,Eritrea,Sub-Saharan Africa,Low income,Male,2002,54.557
ESP,Spain,Europe & Central Asia,High income,Male,2002,76.3
EST,Estonia,Europe & Central Asia,High income,Male,2002,65.1
ETH,Ethiopia,Sub-Saharan Africa,Low income,Male,2002,52.026
EUU,European Union,,,Male,2002,74.53074083
FCS,Fragile and conflict affected situations,,,Male,2002,55.36012003
FIN,Finland,Europe & Central Asia,High income,Male,2002,74.9
FJI,Fiji,East Asia & Pacific,Upper middle income,Male,2002,65.431
FRA,France,Europe & Central Asia,High income,Male,2002,75.7
FRO,Faroe Islands,Europe & Central Asia,High income,Male,2002,76.6
FSM,"Micronesia, Fed. Sts.",East Asia & Pacific,Lower middle income,Male,2002,66.902
GAB,Gabon,Sub-Saharan Africa,Upper middle income,Male,2002,58.349
GBR,United Kingdom,Europe & Central Asia,High income,Male,2002,75.9
GEO,Georgia,Europe & Central Asia,Lower middle income,Male,2002,68.661
GHA,Ghana,Sub-Saharan Africa,Lower middle income,Male,2002,56.637
GIB,Gibraltar,Europe & Central Asia,High income,Male,2002,
GIN,Guinea,Sub-Saharan Africa,Low income,Male,2002,51.386
GMB,"Gambia, The",Sub-Saharan Africa,Low income,Male,2002,55.69
GNB,Guinea-Bissau,Sub-Saharan Africa,Low income,Male,2002,51.842
GNQ,Equatorial Guinea,Sub-Saharan Africa,Upper middle income,Male,2002,52.139
GRC,Greece,Europe & Central Asia,High income,Male,2002,76.3
GRD,Grenada,Latin America & Caribbean,Upper middle income,Male,2002,68.4
GRL,Greenland,Europe & Central Asia,High income,Male,2002,65.47
GTM,Guatemala,Latin America & Caribbean,Lower middle income,Male,2002,65.506
GUM,Guam,East Asia & Pacific,High income,Male,2002,73.398
GUY,Guyana,Latin America & Caribbean,Upper middle income,Male,2002,62.487
HIC,High income,,,Male,2002,75.16362096
HKG,"Hong Kong SAR, China",East Asia & Pacific,High income,Male,2002,78.6
HND,Honduras,Latin America & Caribbean,Lower middle income,Male,2002,68.553
HPC,Heavily indebted poor countries (HIPC),,,Male,2002,51.9238596
HRV,Croatia,Europe & Central Asia,Upper middle income,Male,2002,71.21
HTI,Haiti,Latin America & Caribbean,Low income,Male,2002,56.434
HUN,Hungary,Europe & Central Asia,High income,Male,2002,68.3
IBD,IBRD only,,,Male,2002,66.83944809
IBT,IDA & IBRD total,,,Male,2002,64.43561171
IDA,IDA total,,,Male,2002,55.75229752
IDB,IDA blend,,,Male,2002,54.68428415
IDN,Indonesia,East Asia & Pacific,Lower middle income,Male,2002,64.838
IDX,IDA only,,,Male,2002,56.29001675
IMN,Isle of Man,Europe & Central Asia,High income,Male,2002,74.6
IND,India,South Asia,Lower middle income,Male,2002,62.556
INX,Not classified,South Asia,Lower middle income,Male,2002,
IRL,Ireland,Europe & Central Asia,High income,Male,2002,75
IRN,"Iran, Islamic Rep.",Middle East & North Africa,Upper middle income,Male,2002,69.756
IRQ,Iraq,Middle East & North Africa,Upper middle income,Male,2002,66.783
ISL,Iceland,Europe & Central Asia,High income,Male,2002,78.6
ISR,Israel,Middle East & North Africa,High income,Male,2002,77.5
ITA,Italy,Europe & Central Asia,High income,Male,2002,77.4
JAM,Jamaica,Latin America & Caribbean,Upper middle income,Male,2002,69.956
JOR,Jordan,Middle East & North Africa,Lower middle income,Male,2002,70.692
JPN,Japan,East Asia & Pacific,High income,Male,2002,78.1
KAZ,Kazakhstan,Europe & Central Asia,Upper middle income,Male,2002,60.7
KEN,Kenya,Sub-Saharan Africa,Lower middle income,Male,2002,50.773
KGZ,Kyrgyz Republic,Europe & Central Asia,Lower middle income,Male,2002,64.4
KHM,Cambodia,East Asia & Pacific,Lower middle income,Male,2002,58.007
KIR,Kiribati,East Asia & Pacific,Lower middle income,Male,2002,61.485
KNA,St. Kitts and Nevis,Latin America & Caribbean,High income,Male,2002,68.8
KOR,"Korea, Rep.",East Asia & Pacific,High income,Male,2002,73.4
KWT,Kuwait,Middle East & North Africa,High income,Male,2002,72.586
LAC,Latin America & Caribbean (excluding high income),,,Male,2002,68.72166426
LAO,Lao PDR,East Asia & Pacific,Lower middle income,Male,2002,58.682
LBN,Lebanon,Middle East & North Africa,Upper middle income,Male,2002,73.716
LBR,Liberia,Sub-Saharan Africa,Low income,Male,2002,52.067
LBY,Libya,Middle East & North Africa,Upper middle income,Male,2002,69.107
LCA,St. Lucia,Latin America & Caribbean,Upper middle income,Male,2002,70.019
LCN,Latin America & Caribbean,,,Male,2002,68.92612807
LDC,Least developed countries: UN classification,,,Male,2002,55.5909205
LIC,Low income,,,Male,2002,52.03593998
LIE,Liechtenstein,Europe & Central Asia,High income,Male,2002,77.1
LKA,Sri Lanka,South Asia,Lower middle income,Male,2002,68.943
LMC,Lower middle income,,,Male,2002,61.97804079
LMY,Low & middle income,,,Male,2002,64.37985747
LSO,Lesotho,Sub-Saharan Africa,Lower middle income,Male,2002,45.35
LTE,Late-demographic dividend,,,Male,2002,69.5485109
LTU,Lithuania,Europe & Central Asia,High income,Male,2002,66.2
LUX,Luxembourg,Europe & Central Asia,High income,Male,2002,74.6
LVA,Latvia,Europe & Central Asia,High income,Male,2002,65.4
MAC,"Macao SAR, China",East Asia & Pacific,High income,Male,2002,78.134
MAF,St. Martin (French part),Latin America & Caribbean,High income,Male,2002,74.2
MAR,Morocco,Middle East & North Africa,Lower middle income,Male,2002,68.216
MCO,Monaco,Europe & Central Asia,High income,Male,2002,
MDA,Moldova,Europe & Central Asia,Lower middle income,Male,2002,63.387
MDG,Madagascar,Sub-Saharan Africa,Low income,Male,2002,58.506
MDV,Maldives,South Asia,Upper middle income,Male,2002,70.78
MEA,Middle East & North Africa,,,Male,2002,68.69254311
MEX,Mexico,Latin America & Caribbean,Upper middle income,Male,2002,72.373
MHL,Marshall Islands,East Asia & Pacific,Upper middle income,Male,2002,
MIC,Middle income,,,Male,2002,65.52512302
MKD,"Macedonia, FYR",Europe & Central Asia,Upper middle income,Male,2002,71.171
MLI,Mali,Sub-Saharan Africa,Low income,Male,2002,48.889
MLT,Malta,Middle East & North Africa,High income,Male,2002,76.3
MMR,Myanmar,East Asia & Pacific,Lower middle income,Male,2002,60.716
MNA,Middle East & North Africa (excluding high income),,,Male,2002,68.09572224
MNE,Montenegro,Europe & Central Asia,Upper middle income,Male,2002,70.557
MNG,Mongolia,East Asia & Pacific,Lower middle income,Male,2002,60.622
MNP,Northern Mariana Islands,East Asia & Pacific,High income,Male,2002,
MOZ,Mozambique,Sub-Saharan Africa,Low income,Male,2002,47.692
MRT,Mauritania,Sub-Saharan Africa,Lower middle income,Male,2002,58.611
MUS,Mauritius,Sub-Saharan Africa,Upper middle income,Male,2002,68.6
MWI,Malawi,Sub-Saharan Africa,Low income,Male,2002,45.544
MYS,Malaysia,East Asia & Pacific,Upper middle income,Male,2002,71.098
NAC,North America,,,Male,2002,74.67657542
NAM,Namibia,Sub-Saharan Africa,Upper middle income,Male,2002,51.993
NCL,New Caledonia,East Asia & Pacific,High income,Male,2002,71.2
NER,Niger,Sub-Saharan Africa,Low income,Male,2002,50.531
NGA,Nigeria,Sub-Saharan Africa,Lower middle income,Male,2002,46.008
NIC,Nicaragua,Latin America & Caribbean,Lower middle income,Male,2002,67.781
NLD,Netherlands,Europe & Central Asia,High income,Male,2002,76
NOR,Norway,Europe & Central Asia,High income,Male,2002,76.5
NPL,Nepal,South Asia,Low income,Male,2002,62.567
NRU,Nauru,East Asia & Pacific,Upper middle income,Male,2002,
NZL,New Zealand,East Asia & Pacific,High income,Male,2002,76.7
OED,OECD members,,,Male,2002,74.63433866
OMN,Oman,Middle East & North Africa,High income,Male,2002,71.191
OSS,Other small states,,,Male,2002,59.17995219
PAK,Pakistan,South Asia,Lower middle income,Male,2002,62.393
PAN,Panama,Latin America & Caribbean,Upper middle income,Male,2002,72.93
PER,Peru,Latin America & Caribbean,Upper middle income,Male,2002,68.799
PHL,Philippines,East Asia & Pacific,Lower middle income,Male,2002,64.382
PLW,Palau,East Asia & Pacific,High income,Male,2002,
PNG,Papua New Guinea,East Asia & Pacific,Lower middle income,Male,2002,60.129
POL,Poland,Europe & Central Asia,High income,Male,2002,70.4
PRE,Pre-demographic dividend,,,Male,2002,50.33546782
PRI,Puerto Rico,Latin America & Caribbean,High income,Male,2002,73.58
PRK,"Korea, Dem. People’s Rep.",East Asia & Pacific,Low income,Male,2002,62.993
PRT,Portugal,Europe & Central Asia,High income,Male,2002,73.7
PRY,Paraguay,Latin America & Caribbean,Upper middle income,Male,2002,68.515
PSE,West Bank and Gaza,Middle East & North Africa,Lower middle income,Male,2002,69.451
PSS,Pacific island small states,,,Male,2002,65.28276638
PST,Post-demographic dividend,,,Male,2002,74.81144004
PYF,French Polynesia,East Asia & Pacific,High income,Male,2002,70.498
QAT,Qatar,Middle East & North Africa,High income,Male,2002,75.542
ROU,Romania,Europe & Central Asia,Upper middle income,Male,2002,67.4
RUS,Russian Federation,Europe & Central Asia,Upper middle income,Male,2002,58.68
RWA,Rwanda,Sub-Saharan Africa,Low income,Male,2002,50.052
SAS,South Asia,,,Male,2002,62.83575849
SAU,Saudi Arabia,Middle East & North Africa,High income,Male,2002,71.344
SDN,Sudan,Sub-Saharan Africa,Lower middle income,Male,2002,57.354
SEN,Senegal,Sub-Saharan Africa,Low income,Male,2002,57.061
SGP,Singapore,East Asia & Pacific,High income,Male,2002,76.6
SLB,Solomon Islands,East Asia & Pacific,Lower middle income,Male,2002,63.272
